"spkid","neo","pha","full_name","diameter","class","H","G","albedo","BV","UB","e","a","q","i","per_y","moid","ad","first_obs"
3338368,Y,Y,"       (2006 QQ23)",,ATE,19.76,,,,,0.2843,0.8038,0.575,3.45,0.721,0.0332,1.03,2006-08-21
3338519,Y,N,"       (2006 QB31)",,APO,21.05,,,,,0.6119,1.177,0.457,24.70,1.28,0.0993,1.90,2006-08-23
3338813,Y,N,"       (2006 QK33)",,AMO,24.02,,,,,0.5896,2.565,1.053,14.70,4.11,0.0498,4.08,2006-08-23
3338814,Y,N,"       (2006 QM33)",,AMO,20.89,,,,,0.3077,1.794,1.242,40.20,2.4,0.233,2.35,2006-08-24
3339081,Y,N,"       (2006 QK40)",,APO,24.00,,,,,0.5722,2.121,0.907,2.62,3.09,0.00626,3.33,2006-08-25
3339082,Y,N,"       (2006 QQ56)",,ATE,25.90,,,,,0.0456,0.9851,0.940,2.80,0.978,0.0151,1.03,2006-08-25
3339218,Y,N,"       (2006 QZ57)",,APO,22.70,,,,,0.7700,2.552,0.587,2.42,4.08,0.034,4.52,2006-08-27
3339220,Y,N,"       (2006 QB58)",,AMO,23.90,,,,,0.4803,2.116,1.100,5.90,3.08,0.101,3.13,2006-08-28
3342315,Y,N,"       (2006 QJ65)",,APO,22.00,,,,,0.6810,2.617,0.835,5.07,4.23,0.047,4.40,2006-08-27
3339595,Y,N,"       (2006 QE89)",,APO,20.90,,,,,0.5656,1.955,0.849,20.98,2.73,0.0932,3.06,2006-08-14
3339664,Y,N,"       (2006 QS89)",,AMO,21.09,,,,,0.3661,1.778,1.127,16.60,2.37,0.196,2.43,2006-08-29
3339666,Y,N,"       (2006 QU89)",,AMO,20.95,,,,,0.2745,1.531,1.110,14.79,1.89,0.241,1.95,2006-08-29
3339667,Y,N,"       (2006 QV89)",,APO,25.50,,,,,0.2248,1.193,0.925,1.07,1.3,3.76e-05,1.46,2006-08-29
3339668,Y,N,"       (2006 QW89)",,AMO,19.12,,,,,0.5743,2.603,1.108,4.94,4.2,0.108,4.10,2006-08-29
3340061,Y,N,"       (2006 QM111)",,APO,27.60,,,,,0.7336,2.624,0.699,1.49,4.25,0.00107,4.55,2006-08-31
3340060,Y,N,"       (2006 QN111)",,APO,23.80,,,,,0.5981,2.488,1.000,11.75,3.92,0.00844,3.98,2006-08-27
3341129,Y,Y,"       (2006 RZ)",,APO,20.30,,,,,0.6420,2.466,0.883,9.01,3.87,0.0106,4.05,2006-09-01
3341200,Y,Y,"       (2006 RK1)",,APO,21.80,,,,,0.5171,1.949,0.941,9.57,2.72,0.0257,2.96,2006-09-12
3341510,Y,N,"       (2006 RH2)",,APO,27.20,,,,,0.0817,1.086,0.997,11.79,1.13,0.0121,1.17,2006-09-14
3342130,Y,N,"       (2006 RH7)",,APO,20.79,,,,,0.7572,2.204,0.535,10.76,3.27,0.0628,3.87,2006-09-15
3342129,Y,N,"       (2006 RJ7)",,APO,23.70,,,,,0.5817,1.832,0.766,1.87,2.48,0.00115,2.90,2006-09-15
3353656,Y,N,"       (2006 RA55)",,AMO,19.68,,,,,0.4951,2.439,1.231,1.80,3.81,0.248,3.65,2006-09-14
3403148,Y,N,"       (2006 RH120)",,APO,29.50,,,,,0.0245,1.033,1.008,0.59,1.05,0.0167,1.06,2006-09-14
3342248,Y,N,"       (2006 SB)",,APO,25.80,,,,,0.1981,1.151,0.923,16.15,1.24,0.0101,1.38,2006-09-16
3342249,Y,N,"       (2006 SC)",,APO,25.10,,,,,0.3500,1.113,0.723,10.43,1.17,6.29e-05,1.50,2006-09-16
3342316,Y,N,"       (2006 SV5)",,AMO,23.10,,,,,0.2931,1.445,1.021,4.83,1.74,0.0358,1.87,2006-09-16
3342318,Y,N,"       (2006 SY5)",,APO,22.00,,,,,0.1524,1.043,0.884,7.57,1.07,0.107,1.20,2006-09-16
3342322,Y,N,"       (2006 SE6)",,ATE,22.97,,,,,0.3457,0.805,0.527,4.82,0.722,0.0365,1.08,2006-08-28
3342643,Y,N,"       (2006 SF7)",,APO,22.41,,,,,0.2132,1.046,0.823,24.52,1.07,0.0434,1.27,2006-09-17
3342645,Y,N,"       (2006 SG7)",,APO,22.84,,,,,0.5616,1.043,0.457,4.76,1.06,0.0185,1.63,2006-09-18
3342644,Y,N,"       (2006 SH7)",,AMO,19.86,,,,,0.5429,2.485,1.136,5.09,3.92,0.151,3.83,2002-08-19
3343104,Y,N,"       (2006 SP19)",,ATE,24.20,,,,,0.2930,0.881,0.623,4.59,0.827,0.0458,1.14,2006-09-19
3343101,Y,N,"       (2006 SQ19)",,AMO,23.20,,,,,0.5141,2.354,1.144,6.24,3.61,0.142,3.56,2006-09-19
3343105,Y,N,"       (2006 SR19)",,AMO,21.90,,,,,0.5515,2.818,1.264,2.87,4.73,0.268,4.37,2006-09-19
3343102,Y,N,"       (2006 SS19)",,AMO,18.90,,,,,0.5794,2.789,1.173,11.71,4.66,0.193,4.41,2006-09-18
3343108,Y,N,"       (2006 SD25)",,AMO,24.00,,,,,0.4680,1.914,1.018,1.45,2.65,0.0158,2.81,2006-09-20
3343490,Y,N,"       (2006 SK61)",,APO,26.10,,,,,0.2639,1.38,1.016,0.35,1.62,0.0144,1.74,2006-09-22
3344169,Y,N,"       (2006 SF77)",,ATE,21.75,,,,,0.3287,0.9215,0.619,32.41,0.885,0.0608,1.22,2006-09-23
3344170,Y,N,"       (2006 SG77)",,AMO,20.70,,,,,0.5691,2.834,1.221,7.62,4.77,0.233,4.45,2006-09-24
3344171,Y,N,"       (2006 SO77)",,APO,26.50,,,,,0.4627,1.817,0.977,2.14,2.45,0.00248,2.66,2006-09-25
3345236,Y,N,"       (2006 SO78)",,APO,19.00,,,,,0.5605,1.88,0.826,17.35,2.58,0.165,2.93,2006-09-24
3345238,Y,N,"       (2006 SR78)",,APO,20.20,,,,,0.5602,2.162,0.951,20.06,3.18,0.23,3.37,2006-09-25
3561777,Y,N,"       (2006 SU114)",,AMO,18.73,,,,,0.5915,3.175,1.297,3.80,5.66,0.311,5.05,2006-08-24
3345299,Y,N,"       (2006 SN131)",,AMO,26.30,,,,,0.5206,2.123,1.018,6.09,3.09,0.0153,3.23,2006-09-26
3345300,Y,N,"       (2006 SP131)",,APO,25.30,,,,,0.3091,1.123,0.776,20.09,1.19,0.0303,1.47,2006-09-26
3345301,Y,N,"       (2006 SQ131)",,AMO,22.60,,,,,0.3053,1.722,1.196,12.85,2.26,0.196,2.25,2006-09-26
3345302,Y,N,"       (2006 SR131)",,APO,28.00,,,,,0.3377,1.355,0.897,0.63,1.58,0.000807,1.81,2006-09-26
3345303,Y,N,"       (2006 SS131)",,APO,25.70,,,,,0.3817,1.625,1.005,4.73,2.07,0.0127,2.25,2006-09-26
3345304,Y,N,"       (2006 ST131)",,APO,21.53,,,,,0.3165,1.47,1.005,32.88,1.78,0.251,1.94,2006-09-26
3346458,Y,N,"       (2006 SQ134)",,APO,24.70,,,,,0.2508,1.243,0.931,10.10,1.39,0.0389,1.55,2006-09-27
3346459,Y,N,"       (2006 SR134)",,APO,23.10,,,,,0.4620,1.882,1.013,1.60,2.58,0.0269,2.75,2006-09-11
3346460,Y,Y,"       (2006 SS134)",,APO,21.49,,,,,0.4420,1.171,0.654,19.54,1.27,0.0296,1.69,2006-09-28
3346470,Y,N,"       (2006 SB142)",,AMO,21.80,,,,,0.4313,2.236,1.272,7.65,3.34,0.278,3.20,2006-09-28
3346474,Y,N,"       (2006 SM198)",,AMO,21.60,,,,,0.5353,2.366,1.100,11.11,3.64,0.1,3.63,2006-09-29
3346475,Y,N,"       (2006 SN198)",,APO,26.10,,,,,0.5117,1.257,0.614,1.60,1.41,0.00515,1.90,2006-09-29
3346476,Y,N,"       (2006 SO198)",,APO,24.19,,,,,0.8632,1.927,0.264,9.77,2.68,0.00226,3.59,2006-09-29
3346477,Y,N,"       (2006 SP198)",,AMO,21.50,,,,,0.5649,2.961,1.288,6.83,5.09,0.314,4.63,2001-10-29
3347493,Y,N,"       (2006 SU217)",,ATE,25.30,,,,,0.1740,0.9852,0.814,2.64,0.978,0.0253,1.16,2006-09-30
3347494,Y,N,"       (2006 SV217)",,APO,24.50,,,,,0.3474,1.314,0.858,0.87,1.51,0.00457,1.77,2006-09-30
3347497,Y,N,"       (2006 SY217)",,AMO,21.75,,,,,0.4401,1.929,1.080,6.60,2.68,0.124,2.78,2006-09-30
3347507,Y,N,"       (2006 SF281)",,APO,27.10,,,,,0.2640,1.338,0.985,3.03,1.55,0.00786,1.69,2006-09-30
54075548,Y,N,"       (2006 SK450)",,AMO,19.70,,,,,0.5121,2.589,1.263,9.74,4.17,0.293,3.91,2006-09-18
3347502,Y,N,"       (2006 TD)",,APO,22.40,,,,,0.3944,1.593,0.965,8.18,2.01,0.0185,2.22,2006-10-01
3347503,Y,N,"       (2006 TF)",,AMO,25.90,,,,,0.5636,2.344,1.023,3.50,3.59,0.022,3.67,2006-10-01
3348143,Y,N,"       (2006 TK)",,AMO,19.77,,,,,0.5107,2.163,1.058,6.42,3.18,0.113,3.27,2006-10-01
3348144,Y,N,"       (2006 TL)",,ATE,23.90,,,,,0.3974,0.9403,0.567,11.61,0.912,0.0452,1.31,2006-10-01
3348146,Y,N,"       (2006 TO)",,AMO,23.20,,,,,0.5143,2.42,1.175,4.72,3.76,0.186,3.66,2006-10-02
3348265,Y,N,"       (2006 TD1)",,AMO,21.16,,,,,0.3610,1.894,1.210,2.42,2.61,0.222,2.58,2006-10-03
3348266,Y,N,"       (2006 TF1)",,AMO,20.50,,,,,0.6016,2.571,1.024,5.12,4.12,0.0748,4.12,2006-10-03
3348448,Y,N,"       (2006 TB7)",,APO,23.70,,,,,0.1994,1.252,1.002,21.27,1.4,0.0167,1.50,2006-09-19
3350559,Y,N,"       (2006 TJ7)",,AMO,24.20,,,,,0.4226,1.783,1.030,11.70,2.38,0.0379,2.54,2006-10-12
3350631,Y,N,"       (2006 TR7)",,APO,25.10,,,,,0.3785,1.329,0.826,2.87,1.53,0.00748,1.83,2006-10-10
3350637,Y,N,"       (2006 TT7)",,AMO,19.50,,,,,0.5612,2.863,1.256,12.93,4.84,0.334,4.47,2006-10-11
3350634,Y,Y,"       (2006 TA8)",,APO,20.90,,,,,0.6944,2.994,0.915,21.74,5.18,0.00521,5.07,2006-10-12
3350635,Y,N,"       (2006 TC8)",,APO,19.90,,,,,0.7609,2.154,0.515,31.51,3.16,0.124,3.79,2006-10-12
3350777,Y,N,"       (2006 UA)",,APO,20.10,,,,,0.4860,1.529,0.786,14.33,1.89,0.0715,2.27,2006-10-16
3351040,Y,N,"       (2006 UE)",,AMO,22.40,,,,,0.5658,2.828,1.228,4.93,4.75,0.234,4.43,2006-10-16
3351041,Y,N,"       (2006 UF)",,AMO,22.30,,,,,0.5294,2.458,1.157,6.95,3.85,0.172,3.76,2006-10-16
3351217,Y,N,"       (2006 UJ)",,AMO,23.90,,,,,0.4893,2.212,1.130,5.32,3.29,0.131,3.29,2006-10-16
3351219,Y,N,"       (2006 UL)",,AMO,26.10,,,,,0.2687,1.401,1.025,7.27,1.66,0.0317,1.78,2006-10-17
3351221,Y,N,"       (2006 UN)",,AMO,25.50,,,,,0.3307,1.549,1.037,0.49,1.93,0.0432,2.06,2006-09-27
3351222,Y,Y,"       (2006 UO)",,APO,21.20,,,,,0.6681,2.821,0.936,2.29,4.74,0.0296,4.71,2006-10-17
3351224,Y,N,"       (2006 UR)",,AMO,19.41,,,,,0.4486,2.018,1.113,5.32,2.87,0.132,2.92,2006-10-17
3351481,Y,N,"       (2006 UX1)",,AMO,21.34,,,,,0.3972,1.722,1.038,20.48,2.26,0.26,2.41,2006-10-17
3351830,Y,N,"       (2006 UY16)",,AMO,24.50,,,,,0.5248,2.156,1.025,3.20,3.17,0.0288,3.29,2006-10-19
3351831,Y,N,"       (2006 UA17)",,APO,23.80,,,,,0.2872,1.373,0.979,21.94,1.61,0.101,1.77,2006-10-19
3351832,Y,N,"       (2006 UB17)",,AMO,26.30,,,,,0.1036,1.14,1.022,1.99,1.22,0.0282,1.26,2006-10-19
3351833,Y,N,"       (2006 UD17)",,AMO,18.47,,,,,0.6556,3.205,1.104,16.88,5.74,0.15,5.31,2005-05-14
3351834,Y,N,"       (2006 UE17)",,APO,21.90,,,,,0.3323,1.176,0.785,12.13,1.28,0.0568,1.57,2006-10-19
3351835,Y,Y,"       (2006 UF17)",,APO,21.60,,,,,0.8112,2.477,0.468,3.72,3.9,0.0258,4.49,2006-10-19
3352549,Y,Y,"       (2006 UQ17)",,APO,21.90,,,,,0.3808,1.624,1.005,1.74,2.07,0.0213,2.24,2006-09-28
3352550,Y,N,"       (2006 UT17)",,AMO,24.20,,,,,0.5422,2.345,1.074,2.04,3.59,0.0909,3.62,2006-10-20
3352551,Y,N,"       (2006 UU17)",,APO,26.60,,,,,0.5843,2.336,0.971,2.89,3.57,0.00589,3.70,2006-10-20
3352689,Y,N,"       (2006 UF63)",,AMO,20.29,,,,,0.4855,2.282,1.174,23.84,3.45,0.331,3.39,2006-10-21
3353631,Y,N,"       (2006 UC64)",,APO,24.90,,,,,0.6965,2.012,0.611,6.07,2.85,0.00302,3.41,2006-10-23
3353632,Y,N,"       (2006 UD64)",,APO,20.20,,,,,0.7920,2.109,0.439,29.91,3.06,0.149,3.78,2006-10-23
3353633,Y,N,"       (2006 UE64)",,APO,28.00,,,,,0.3844,1.32,0.813,7.86,1.52,0.00041,1.83,2006-10-23
3354731,Y,N,"       (2006 UC185)",,APO,23.45,,,,,0.3974,1.526,0.920,4.31,1.89,0.0116,2.13,2006-10-28
3354736,Y,N,"       (2006 UE185)",,AMO,24.50,,,,,0.4894,2.29,1.169,1.05,3.47,0.175,3.41,2006-10-27
3354737,Y,N,"       (2006 UF185)",,APO,21.58,,,,,0.6034,1.227,0.487,33.73,1.36,0.132,1.97,2006-10-27
3354738,Y,N,"       (2006 UH185)",,AMO,25.10,,,,,0.3944,1.742,1.055,11.41,2.3,0.0707,2.43,2006-10-28
3354739,Y,N,"       (2006 UJ185)",,APO,27.90,,,,,0.5779,1.69,0.713,0.86,2.2,0.000607,2.67,2006-10-28
3354954,Y,N,"       (2006 UY215)",,APO,23.10,,,,,0.4597,1.383,0.747,9.36,1.63,0.0136,2.02,2006-10-28
3354955,Y,N,"       (2006 UZ215)",,ATE,25.50,,,,,0.2064,0.8888,0.705,14.26,0.838,0.00801,1.07,2006-10-29
3354956,Y,N,"       (2006 UA216)",,APO,23.60,,,,,0.3159,1.456,0.996,6.74,1.76,0.0142,1.92,2006-10-29
3354958,Y,N,"       (2006 UN216)",,AMO,18.94,,,,,0.6150,3.223,1.241,11.81,5.79,0.258,5.20,2006-09-11
3355845,Y,N,"       (2006 UQ216)",,APO,27.30,,,,,0.1625,1.104,0.924,0.47,1.16,0.00125,1.28,2006-10-29
3355848,Y,N,"       (2006 UK217)",,APO,19.04,,,,,0.6682,1.492,0.495,41.14,1.82,0.255,2.49,2004-12-13
3355869,Y,N,"       (2006 UP217)",,APO,24.90,,,,,0.4905,1.204,0.614,1.52,1.32,0.00109,1.80,2006-10-31
3355871,Y,N,"       (2006 UR217)",0.887,AMO,19.84,,0.027,,,0.6083,2.748,1.076,17.61,4.55,0.195,4.42,2006-10-31
3355873,Y,N,"       (2006 VB)",,APO,25.10,,,,,0.4249,1.73,0.995,8.70,2.27,0.0382,2.46,2006-11-01
3356887,Y,N,"       (2006 VJ)",,AMO,21.90,,,,,0.2018,1.469,1.172,17.38,1.78,0.185,1.76,2006-11-02
3358114,Y,N,"       (2006 VA2)",,AMO,20.90,,,,,0.4844,2.504,1.291,24.53,3.96,0.313,3.72,2006-10-27
3358115,Y,N,"       (2006 VB2)",,APO,19.80,,,,,0.7866,1.782,0.380,15.81,2.38,0.231,3.18,2006-11-09
3358116,Y,N,"       (2006 VC2)",,AMO,21.10,,,,,0.4223,2.101,1.214,27.75,3.05,0.266,2.99,2006-11-09
3358117,Y,N,"       (2006 VD2)",,AMO,19.16,,,,,0.5951,2.585,1.047,8.92,4.16,0.126,4.12,2006-11-09
3358219,Y,N,"       (2006 VU2)",,AMO,26.00,,,,,0.5487,2.318,1.046,2.17,3.53,0.0538,3.59,2006-11-11
3358222,Y,N,"       (2006 VX2)",,ATE,24.60,,,,,0.2908,0.9345,0.663,9.81,0.903,0.0229,1.21,2006-11-11
3358223,Y,N,"       (2006 VY2)",,ATE,22.75,,,,,0.3763,0.8925,0.557,14.52,0.843,0.075,1.23,2006-11-11
3358224,Y,N,"       (2006 VZ2)",,APO,19.72,,,,,0.6003,2.485,0.993,36.54,3.92,0.0761,3.98,2006-11-11
3358226,Y,N,"       (2006 VB3)",,AMO,21.20,,,,,0.5431,2.845,1.300,10.99,4.8,0.314,4.39,2006-10-16
3358520,Y,N,"       (2006 VE13)",,APO,26.60,,,,,0.5363,1.875,0.869,3.83,2.57,0.00502,2.88,2006-11-13
3358521,Y,N,"       (2006 VF13)",,APO,23.20,,,,,0.2510,1.322,0.990,24.45,1.52,0.0123,1.65,2006-11-13
3358522,Y,Y,"       (2006 VG13)",,ATE,21.50,,,,,0.3036,0.8176,0.569,5.86,0.739,0.046,1.07,2006-11-13
3358670,Y,N,"       (2006 VP13)",,APO,23.60,,,,,0.1429,1.178,1.010,11.10,1.28,0.0682,1.35,2006-11-14
3358672,Y,Y,"       (2006 VT13)",,APO,20.80,,,,,0.6252,2.581,0.968,2.11,4.15,0.0108,4.19,2006-11-15
3358690,Y,N,"       (2006 VB45)",,AMO,24.70,,,,,0.1648,1.223,1.021,12.48,1.35,0.0332,1.42,2006-11-11
3359024,Y,N,"       (2006 WB)",,ATE,22.80,,,,,0.1805,0.8493,0.696,4.87,0.783,0.00322,1.00,2006-11-16
3359094,Y,N,"       (2006 WV)",,APO,27.20,,,,,0.5334,1.532,0.715,2.15,1.9,0.00182,2.35,2006-11-17
3359096,Y,N,"       (2006 WX)",,APO,25.10,,,,,0.6050,2.482,0.980,8.72,3.91,0.00104,3.98,2006-11-18
3359266,Y,N,"       (2006 WP1)",,APO,28.20,,,,,0.6067,1.707,0.671,5.90,2.23,0.000708,2.74,2006-11-18
3359270,Y,Y,"       (2006 WT1)",,APO,20.12,,,,,0.6010,2.472,0.987,13.69,3.89,0.00392,3.96,2006-10-01
3359271,Y,N,"       (2006 WU1)",,AMO,22.80,,,,,0.5094,2.254,1.106,7.48,3.38,0.143,3.40,2006-11-19
3359272,Y,N,"       (2006 WV1)",,ATE,25.90,,,,,0.2884,0.8284,0.589,5.57,0.754,0.0106,1.07,2006-11-19
3359276,Y,N,"       (2006 WA3)",,APO,22.30,,,,,0.1973,1.222,0.981,23.93,1.35,0.023,1.46,2006-11-18
3359277,Y,N,"       (2006 WB3)",,AMO,24.40,,,,,0.2454,1.372,1.035,19.73,1.61,0.0478,1.71,2006-11-19
3359278,Y,Y,"       (2006 WJ3)",,APO,19.99,,,,,0.4241,1.751,1.009,15.36,2.32,0.019,2.49,2006-11-19
3359279,Y,N,"       (2006 WK3)",,AMO,20.28,,,,,0.3031,1.647,1.148,18.63,2.11,0.276,2.15,2006-11-19
3359281,Y,N,"       (2006 WM3)",,APO,23.38,,,,,0.5495,1.996,0.899,2.02,2.82,0.00264,3.09,2006-11-19
3359282,Y,N,"       (2006 WN3)",,APO,19.98,,,,,0.5026,1.805,0.898,26.03,2.42,0.077,2.71,2006-11-20
3359284,Y,N,"       (2006 WP3)",,APO,23.40,,,,,0.3394,1.356,0.896,7.43,1.58,0.0238,1.82,2006-11-20
3360225,Y,N,"       (2006 WX3)",,APO,22.30,,,,,0.6341,2.712,0.992,14.72,4.47,0.121,4.43,2006-11-21
3360226,Y,N,"       (2006 WY3)",,APO,22.80,,,,,0.6369,2.385,0.866,2.72,3.68,0.0105,3.90,2006-11-21
3360227,Y,N,"       (2006 WZ3)",,APO,20.28,,,,,0.5780,1.745,0.737,3.82,2.31,0.062,2.75,2006-11-21
3360537,Y,N,"       (2006 WR29)",,AMO,24.10,,,,,0.5548,2.391,1.065,11.99,3.7,0.0891,3.72,2006-11-22
3360538,Y,N,"       (2006 WS29)",,APO,25.00,,,,,0.4569,1.66,0.902,14.52,2.14,0.0418,2.42,2006-11-22
3360539,Y,N,"       (2006 WT29)",,AMO,19.82,,,,,0.3125,1.716,1.180,31.59,2.25,0.213,2.25,2006-10-22
3360540,Y,N,"       (2006 WU29)",,AMO,18.32,,,,,0.5273,2.619,1.238,28.96,4.24,0.278,4.00,2006-11-22
3360541,Y,N,"       (2006 WV29)",,APO,26.50,,,,,0.5590,1.38,0.609,1.20,1.62,0.000424,2.15,2006-11-23
3360542,Y,N,"       (2006 WX29)",,APO,27.80,,,,,0.7291,2.325,0.630,2.55,3.55,0.00135,4.02,2006-11-23
3360543,Y,N,"       (2006 WZ29)",,APO,24.80,,,,,0.5713,2.258,0.968,4.85,3.39,0.0184,3.55,2006-11-23
3360544,Y,N,"       (2006 WA30)",,APO,25.60,,,,,0.4220,1.63,0.942,10.08,2.08,0.0326,2.32,2006-11-20
3360545,Y,N,"       (2006 WB30)",,AMO,25.90,,,,,0.3626,1.647,1.050,3.65,2.11,0.064,2.24,2006-11-24
3360546,Y,N,"       (2006 WC30)",,APO,24.20,,,,,0.6224,2.601,0.982,4.97,4.19,0.00485,4.22,2006-11-25
3361550,Y,N,"       (2006 WQ127)",,APO,23.30,,,,,0.5086,1.309,0.643,18.08,1.5,0.0114,1.98,2006-11-25
3361623,Y,N,"       (2006 WD129)",,APO,26.30,,,,,0.5018,1.885,0.939,6.04,2.59,0.0135,2.83,2006-11-25
3361624,Y,N,"       (2006 WE129)",,APO,19.70,,,,,0.4815,1.727,0.895,39.55,2.27,0.106,2.56,2006-11-27
3361625,Y,N,"       (2006 WF129)",,AMO,19.10,,,,,0.5328,2.643,1.235,22.06,4.3,0.353,4.05,2006-11-27
3361626,Y,N,"       (2006 WG129)",,APO,20.60,,,,,0.4237,1.761,1.015,11.04,2.34,0.0625,2.51,2006-11-27
3362875,Y,N,"       (2006 WG130)",,APO,24.70,,,,,0.5995,2.408,0.965,11.28,3.74,0.0305,3.85,2006-11-27
3362876,Y,N,"       (2006 WH130)",,AMO,23.80,,,,,0.1810,1.305,1.068,17.06,1.49,0.0898,1.54,2006-11-28
3362877,Y,N,"       (2006 WJ130)",,APO,24.10,,,,,0.1350,1.133,0.980,22.40,1.21,0.0357,1.29,2006-11-28
3362878,Y,N,"       (2006 WK130)",,APO,22.30,,,,,0.6822,2.108,0.670,13.80,3.06,0.0199,3.55,2006-11-28
3363039,Y,N,"       (2006 WO130)",,ATE,26.89,,,,,0.2594,0.9797,0.726,4.61,0.97,0.015,1.23,2006-11-27
3363228,Y,N,"       (2006 WZ184)",,APO,26.30,,,,,0.3282,1.366,0.918,0.85,1.6,0.00186,1.81,2006-11-28
3363333,Y,N,"       (2006 XB)",,APO,21.02,,,,,0.4961,1.749,0.881,6.83,2.31,0.0595,2.62,2006-12-06
3363346,Y,N,"       (2006 XW)",,AMO,23.25,,,,,0.0372,1.102,1.061,8.23,1.16,0.0581,1.14,2006-12-10
3363347,Y,N,"       (2006 XX)",,AMO,23.40,,,,,0.5829,2.538,1.059,5.24,4.04,0.0778,4.02,2006-12-10
3363348,Y,N,"       (2006 XY)",,APO,24.20,,,,,0.3412,1.504,0.991,3.52,1.85,0.00625,2.02,2006-12-11
3363349,Y,N,"       (2006 XF1)",,APO,19.60,,,,,0.5367,1.358,0.629,32.17,1.58,0.271,2.09,2006-12-10
3363351,Y,N,"       (2006 XH1)",,AMO,20.50,,,,,0.4567,2.357,1.281,6.31,3.62,0.296,3.43,2006-11-18
3363352,Y,N,"       (2006 XJ1)",,AMO,21.53,,,,,0.1607,1.262,1.059,17.41,1.42,0.112,1.46,2006-12-11
3363353,Y,N,"       (2006 XK1)",,APO,19.30,,,,,0.7008,2.517,0.753,13.16,3.99,0.185,4.28,2006-12-11
3363380,Y,N,"       (2006 XE2)",,APO,22.00,,,,,0.3098,1.15,0.794,20.02,1.23,0.0596,1.51,2006-12-12
3363381,Y,N,"       (2006 XF2)",,AMO,20.01,,,,,0.4896,2.191,1.118,26.90,3.24,0.223,3.26,2006-11-23
3363420,Y,N,"       (2006 XH2)",,APO,24.40,,,,,0.7363,2.293,0.605,2.03,3.47,0.0133,3.98,2006-12-12
3363421,Y,N,"       (2006 XJ2)",,AMO,24.23,,,,,0.3420,1.66,1.092,8.68,2.14,0.115,2.23,2006-12-12
3363422,Y,N,"       (2006 XK2)",,APO,20.63,,,,,0.6477,1.54,0.543,8.66,1.91,0.0529,2.54,2006-12-12
3363429,Y,N,"       (2006 XX2)",,ATE,25.10,,,,,0.3106,0.9859,0.680,17.65,0.979,0.0164,1.29,2006-12-12
3363430,Y,N,"       (2006 XY2)",,AMO,22.56,,,,,0.2481,1.526,1.147,13.97,1.88,0.181,1.90,2006-12-13
3363432,Y,N,"       (2006 XA3)",,APO,25.20,,,,,0.6239,2.369,0.891,4.99,3.65,0.0145,3.85,2006-12-13
3363695,Y,N,"       (2006 XN4)",,APO,24.00,,,,,0.6107,2.608,1.015,6.68,4.21,0.0351,4.20,2006-12-14
3363696,Y,N,"       (2006 XO4)",,ATE,23.40,,,,,0.3012,0.839,0.586,8.47,0.769,0.027,1.09,2006-12-14
3363697,Y,N,"       (2006 XP4)",,ATE,23.90,,,,,0.2142,0.8726,0.686,0.52,0.815,0.00437,1.06,2006-12-14
3363698,Y,N,"       (2006 XQ4)",,AMO,26.10,,,,,0.2966,1.474,1.037,6.15,1.79,0.0524,1.91,2006-12-15
3363699,Y,N,"       (2006 XR4)",,APO,26.16,,,,,0.2693,1.041,0.761,10.95,1.06,0.00276,1.32,2006-12-15
3363722,Y,N,"       (2006 XV4)",,APO,24.90,,,,,0.6257,2.591,0.970,3.99,4.17,0.00432,4.21,2006-12-13
3363723,Y,N,"       (2006 XW4)",,APO,24.30,,,,,0.0878,1.046,0.954,13.34,1.07,0.00533,1.14,2006-12-15
54337736,Y,N,"       (2006 XD27)",,AMO,18.36,,,,,0.5849,3.068,1.274,18.61,5.37,0.42,4.86,2006-12-12
3363724,Y,N,"       (2006 YA)",,APO,23.18,,,,,0.4240,1.739,1.001,15.43,2.29,0.0475,2.48,2006-12-16
3363725,Y,N,"       (2006 YB)",,APO,24.10,,,,,0.5113,2.067,1.010,4.42,2.97,0.054,3.12,2006-12-16
3363726,Y,N,"       (2006 YE)",,APO,27.30,,,,,0.4399,1.745,0.978,0.32,2.31,0.00176,2.51,2006-12-16
3363879,Y,N,"       (2006 YF)",,APO,21.05,,,,,0.1987,1.108,0.888,4.68,1.17,0.0574,1.33,2006-11-21
3363908,Y,N,"       (2006 YM)",,ATE,24.40,,,,,0.1236,0.898,0.787,12.88,0.851,0.0223,1.01,2006-12-18
3364159,Y,N,"       (2006 YP)",,APO,23.90,,,,,0.2114,1.145,0.903,5.39,1.23,0.0255,1.39,2006-12-17
3364160,Y,N,"       (2006 YU1)",,AMO,21.00,,,,,0.5482,2.656,1.200,8.12,4.33,0.216,4.11,2006-12-20
3364161,Y,N,"       (2006 YV1)",,APO,21.58,,,,,0.4437,1.257,0.699,4.97,1.41,0.057,1.81,2006-12-20
3364286,Y,N,"       (2006 YH2)",,AMO,25.40,,,,,0.4492,1.963,1.081,4.36,2.75,0.0985,2.84,2006-12-21
3364287,Y,N,"       (2006 YJ2)",,AMO,22.10,,,,,0.4178,1.771,1.031,10.75,2.36,0.0919,2.51,2006-12-21
3364288,Y,N,"       (2006 YR2)",,AMO,21.50,,,,,0.5812,2.481,1.039,8.93,3.91,0.0523,3.92,2006-12-22
3364306,Y,N,"       (2006 YX2)",,APO,24.10,,,,,0.1660,1.009,0.841,28.73,1.01,0.0661,1.18,2006-12-22
